transactionID,commissionType,itemNo,listPrice,lineDiscount,CommRate,CommEmplId,CommEmplType,mkupStoreQty,approvalTime,discountType,operatorId,altPhoneNumber,transactionType,transactionSubType,rentalId,discountAmount,discountConversion,CommsaleAmt1,CommsaleAmt2,CommsaleAmt3,description1,description2,description3,markDown1,markDown2,markDown3,commEmplPercentUsed,firstName,lastName,phone,tranDate,taxAmt,svChanged1,svChanged2,svChanged3,longMrkdn1,longMrkdn2,longMrkdn3,type,auditFlag,certNo,voidReason,returnTrans,ccName,r2rReserNo,shipMethod,authTerminalId,shipComment,shipFName,shipLName,shipAddr,shipCity,shipState,shipZip,shipDate,mbaOrderId,handTktNo,timeOut,timeIn,timeDone,attemptType,attemptAmt,acctMethod,authMethod,giftCertControlNum,maskedAcctNo,shipCarrier1,shipCarrier2,shipCarrier3,shipTrackNo1,shipTrackNo2,shipTrackNo3,signMethod,pfPoints,likeTenderOverrideMgrId,pfFriendId,ercptEmail,couponCode1,couponCode2,couponCode3,discountPodType1,discountPodType2,discountPodType3,discountPodAmt1,discountPodAmt2,discountPodAmt3,discountReasonCode1,discountReasonCode2,discountReasonCode3,discountReasonText,promosId1,promosId2,promosId3,inAdditionToMrkdn1,inAdditionToMrkdn2,inAdditionToMrkdn3,discCnvMrkdn1,discCnvMrkdn2,discCnvMrkdn3,reservation1,reservation2,reservation3,advertCode,corpAcctNo,discountEmployeeId,employeeId,emLastName,emFirstName
5932*65*2262,MTR1,46661849,63,59.35,0.216,111152,TMW*CONS*SALECNS,1,7:21:08 PM,,156141,949 888 3440,VSAL,CF.CANCEL,46510419,11,1,68.45,155.27,40.84,vestibulum ante,sapien iaculis,arcu libero,65.08,21.46,130.52,100,Norman,Linnell,704-256-3821,180926,1.8,155.85,44.81,195.6,198.33,391.69,167.24,AMEX,D.D.RETURNED.,1055368563216631,,8161*17*5315,DEEANNE WHITTON,446294853,UNDA,2085,24938,DEEANNE,WHITTON,063 Bowman Alley,Amarillo,Texas,64286,180693,258123343*2,1808,10:06 AM,1:33 AM,12:31 PM,AMEX,48.75,5,E,,582058******5515,UPS,UPS,UPS,661242244682,46124449462,1951493308165,E,14,1189200,,jagnew7b@globo.com,HBDK460765298755,IFTY955009308552,QGEM116458251229,$,$,$,29.58,17.25,18.4,1,1,1,,ANUB,MMTY,ANUB,1,1,1,1,1,1,167471287,493808213,790099518,,,1361198,1829559,Chipping,Dilan
1039*86*2188,MTR1,17454327,134,89.46,0.169,933187,TMW*CONS*SALECNS,1,4:03:18 PM,,742185,775 162 1174,VSAL,CF.CANCEL,19783812,6,1,87.93,44.27,104.95,nibh ligula,vulputate nonummy maecenas tincidunt,phasellus id sapien,82.96,172.47,160.53,100,Sylvester,MacMenemy,134-108-6357,180864,8.3,45.68,256.76,128.81,309.53,130.35,98.95,BCRD,D.D.RETURNED.,2271326092727249,,6796*76*5935,GUI TUNN,489580267,Ground,1702,24259,GUI,TUNN,58110 Di Loreto Way,Topeka,Kansas,26506,180135,931480995*7,2555,4:27 AM,4:37 AM,2:33 PM,BCRD,65.9,5,E,,756032******2916,UPS,UPS,UPS,229540070161,979369735907,1439688402981,E,26,1330723,,wsandever7c@gizmodo.com,JUIR829420251897,YJFU268332943174,JDTI219030384932,%,$,%,11.39,27.65,29.55,1,1,1,,ANUB,MMTY,MMTY,1,1,1,1,1,1,594005036,15571512,672734140,,,1927545,1764230,Bayston,Ignatius
5793*83*8367,MTR1,43284297,89,47.61,0.711,298991,TMW*CONS*SALECNS,1,1:07:15 AM,,752371,827 434 9665,VSAL,CF.CANCEL,42037011,15,1,130.4,24.09,130.36,non lectus aliquam sit,elementum pellentesque,et ultrices posuere cubilia,181.2,158.46,61.59,100,Leigh,Trevance,520-408-9219,180177,5.5,78.05,290.89,24.64,248.25,242.78,95.75,AMEX,D.D.RETURNED.,2039906493260491,,8797*36*9282,BERNICE SPOORS,321959105,Ground,1614,26401,BERNICE,SPOORS,79 Sundown Trail,San Antonio,Texas,27652,180701,145103529*6,1493,3:34 PM,10:06 PM,4:53 AM,CASH,167.53,5,E,,564981******5344,UPS,UPS,UPS,536527478348,601765050855,1973388708757,P,70,1027299,,svanetti7d@wordpress.com,MXQT624220169212,NAUY915351248218,DPNH175526284038,$,%,$,15.55,10.57,19.85,1,1,1,,MMTY,MMTY,MMTY,1,1,1,1,1,1,119099393,790099518,559199472,,,1688435,1379369,McCombe,Rooney
6914*73*3112,MTR1,12089899,39,91.98,0.24,310875,TMW*CONS*SALECNS,1,9:19:57 PM,,992772,639 782 4946,VSAL,CF.CANCEL,24286421,8,1,63.77,46.69,42.27,risus semper,diam in,pellentesque viverra,170.25,196.67,43.76,100,Kacey,Nial,712-598-1698,180393,2.8,76.09,179.19,116.84,274.84,214.87,145.43,CASH,D.D.RETURNED.,1501884527942660,,6599*85*1212,JENIFER VICTORY,855440312,UNDA,2770,25525,JENIFER,VICTORY,671 Dryden Way,Raleigh,North Carolina,35709,180896,677634167*6,2058,10:00 AM,6:58 PM,4:20 PM,AMEX,180.96,5,E,,843650******6134,UPS,UPS,UPS,950961577398,412108026911,1536471912202,P,155,1125032,,dkittles7e@imdb.com,VGEX881385139284,JNBT298509344020,BLWI703340951051,%,$,$,17.23,25.39,24.94,1,1,1,,MMTY,MMTY,ANUB,1,1,1,1,1,1,262483431,672734140,839021160,,,1260813,1986640,Benezeit,Dulcinea
7143*31*5073,MTR1,35488974,198,61.04,0.873,956449,TMW*CONS*SALECNS,1,2:25:59 PM,,522710,273 182 0810,VSAL,CF.CANCEL,47863678,7,1,181.5,54.56,191.01,nullam varius nulla facilisi,ut massa quis,ipsum dolor sit amet,114.97,49.31,188.46,100,Paola,Crabb,815-486-0251,180982,5.2,332.59,8.93,192.16,46.1,30.75,142.56,AMEX,D.D.RETURNED.,1020515463717005,,7014*36*5583,TEDIE MARCHANT,422403635,Ground,2346,25629,TEDIE,MARCHANT,80662 Clove Point,Omaha,Nebraska,62758,180422,235465796*9,2021,3:24 AM,1:27 PM,6:13 AM,AMEX,62.7,5,E,,943475******9753,UPS,UPS,UPS,489591284299,453797806578,1432267823161,P,27,1152201,,ehargreaves7f@51.la,ZGPJ789337041520,HQKR050916421581,LUHM318609418347,%,%,$,12.23,16.81,22.88,1,1,1,,MMTY,MMTY,ANUB,1,1,1,1,1,1,419370872,559199472,981423060,,,1782018,1137267,Beamond,Leeanne
3291*97*5157,MTR1,44040664,189,6.65,0.292,898100,TMW*CONS*SALECNS,1,11:36:39 PM,,943514,458 662 2144,VSAL,CF.CANCEL,22889754,1,1,194.03,164.79,157.89,donec ut,metus aenean fermentum,turpis a pede posuere,133.03,80.91,29.06,100,Rosemonde,Alvey,183-850-9293,180333,10,312.54,363.54,101.72,247.37,124.15,52.9,BCRD,D.D.RETURNED.,2937998814385355,,8741*25*5166,ALASTER ADANEZ,450871012,Ground,1054,24862,ALASTER,ADANEZ,12 Express Way,Duluth,Minnesota,61874,180606,317403414*9,2169,3:31 AM,2:53 AM,6:39 AM,AMEX,86.73,5,E,,233257******9374,UPS,UPS,UPS,997379184134,983827115660,1138967806659,P,169,1251118,,dboutcher7g@virginia.edu,ZCYS437919901557,ISJM812110081190,JQFU029670014981,$,%,$,23.53,16.05,12.25,1,1,1,,ANUB,MMTY,MMTY,1,1,1,1,1,1,612852964,839021160,109369096,,,1367003,1357736,Berrigan,Mervin
2939*67*4607,MTR1,21268533,189,24.04,0.48,422233,TMW*CONS*SALECNS,1,7:33:53 AM,,434238,763 739 6383,VSAL,CF.CANCEL,34553038,10,1,152.18,192.84,65.61,sagittis dui vel nisl,morbi porttitor lorem,habitasse platea dictumst,44.75,47.74,187.57,100,Bobbette,Kemmish,009-507-7586,180956,7.6,141.24,364.47,80.22,201.36,242.38,71.87,AMEX,D.D.RETURNED.,2421264072076401,,3828*41*8727,NETTLE COLLIBEAR,968390247,Ground,1567,25476,NETTLE,COLLIBEAR,96 Eggendart Pass,El Paso,Texas,49670,180062,992714512*7,1760,11:06 PM,10:58 PM,5:25 PM,CASH,175.22,5,E,,524866******9618,UPS,UPS,UPS,137122744252,827006490892,1449703796987,E,53,1655686,,byven7h@clickbank.net,IQNL267786821739,LYPZ945997721359,TCLF531469984263,%,$,%,26.32,29.99,22.5,1,1,1,,ANUB,MMUV,ANUB,1,1,1,1,1,1,706661116,981423060,686693587,,,1147979,1826897,Coaker,Donna
3144*69*5151,MTR1,42719647,180,42.84,0.57,951873,TMW*CONS*SALECNS,1,10:25:13 AM,,725361,202 147 4122,VSAL,CF.CANCEL,49017103,2,1,133.65,161.21,80.06,id sapien in sapien,quis turpis,donec odio justo sollicitudin,117.35,186.04,146.14,100,Adriana,Tarbet,051-665-2394,180694,7.5,209.75,321.41,119.44,33.24,88.73,105.68,BCRD,D.D.RETURNED.,2876439712328961,,5067*74*1051,THORIN LAYBURN,993403928,UNDA,2901,24654,THORIN,LAYBURN,56548 Orin Way,Mansfield,Ohio,12618,180444,139835346*2,3000,2:25 PM,11:14 PM,9:44 AM,AMEX,194.07,5,E,,680372******4367,UPS,UPS,UPS,479687778931,413815009244,1451232621452,E,36,1394988,,rparzizek7i@guardian.co.uk,SCHB745147683217,CYNO369440672171,MSLC029645446044,$,$,$,23.08,27.05,12.91,1,1,1,,ANUB,MMTY,MMTY,1,1,1,1,1,1,58238860,109369096,134630700,,,1892530,1961709,Divisek,Rodina
2769*97*2777,MTR1,48235136,177,60.13,0.121,979045,TMW*CONS*SALECNS,1,12:38:36 PM,,871457,170 155 3585,VSAL,CF.CANCEL,23903340,13,1,63.17,129.04,152.84,lectus suspendisse potenti,sit amet,non mi integer ac,103.75,10.51,191.06,100,Nate,Packington,937-668-8916,180017,8.3,314.75,271.37,196.82,287.26,195.27,110.65,CASH,D.D.RETURNED.,2894396290047624,,3703*53*5618,HUMFRIED MARSHALLSAY,525357052,UNDA,2726,23755,HUMFRIED,MARSHALLSAY,7692 Hintze Drive,San Jose,California,46433,180179,472317776*1,1984,7:36 PM,6:20 AM,12:29 AM,BCRD,1.41,5,E,,710742******4594,UPS,UPS,UPS,225741596619,748354790462,1969937933483,E,140,1070142,,eyarrall7j@blogs.com,FACS099020278012,SKDO229303397306,UJBX217104799526,%,$,%,23.51,19.32,22.81,1,1,1,,MMTY,MMTY,MMTY,1,1,1,1,1,1,413773441,686693587,502197322,,,1734521,1641230,Scupham,Wiley
6844*50*8213,MTR1,18061924,103,66.2,0.085,407590,TMW*CONS*SALECNS,1,2:15:46 AM,,785553,647 101 9401,VSAL,CF.CANCEL,11135284,10,1,139.04,69.26,173.29,blandit mi,massa quis augue,hac habitasse platea,48.98,50.98,151.52,100,Caro,Tabord,854-501-3068,180495,5.9,193.25,137.04,184.78,201.71,134.43,103.92,AMEX,D.D.RETURNED.,1175093129482176,,8730*52*3824,ALIKA PERCIFER,458546764,UNDA,2084,25928,ALIKA,PERCIFER,82 Sycamore Court,Spokane,Washington,14955,180843,952109855*3,1448,1:05 AM,6:43 AM,11:49 PM,CASH,145.19,5,E,,492585******6455,UPS,UPS,UPS,95871172739,302267900181,1585471619063,P,88,1659857,,sscrivin7k@google.com,RDUB100976628238,SUMV482550761129,ERMI182744679886,%,$,%,14.38,15.51,13.85,1,1,1,,MMTY,MMTY,MMTY,1,1,1,1,1,1,859671955,134630700,448440113,,,1522489,1847026,Pickford,Guss
8354*50*5281,MTR1,23204709,56,27.54,0.584,949386,TMW*CONS*SALECNS,1,1:12:46 AM,,777851,788 905 3566,VSAL,CF.CANCEL,18436698,10,1,34.12,164.16,115.78,eros elementum pellentesque,in hac habitasse platea,at velit eu,53.21,53.37,166.37,100,Taylor,MacGeffen,477-081-2939,180516,4.9,200.07,115.18,114.24,57.51,365.05,101.01,AMEX,D.D.RETURNED.,1573428758006579,,7937*96*1987,VERNEY SLYDE,163502528,Ground,1481,23365,VERNEY,SLYDE,9 Becker Plaza,Louisville,Kentucky,91485,180399,320653175*5,1359,9:37 PM,12:47 PM,10:11 PM,CASH,77.03,5,E,,207909******8197,UPS,UPS,UPS,501990374888,794302399824,1113748421462,P,89,1724595,,ishoutt7l@trellian.com,MRVE429124140620,TELR236247717299,TJBX270912174186,%,%,$,23.9,27.91,28.91,1,1,1,,ANUB,ANUB,MMTY,1,1,1,1,1,1,519886955,502197322,407759284,,,1161840,1429252,Molnar,Lanni
6043*52*1447,MTR1,29287757,133,96.23,0.069,361373,TMW*CONS*SALECNS,1,7:28:11 AM,,342012,246 970 7014,VSAL,CF.CANCEL,21299494,3,1,97.46,64.13,158.53,mauris enim leo rhoncus,aliquam convallis,etiam justo,137.89,125.53,187.14,100,Debbi,Kuhne,095-760-2353,180288,1.5,56.59,353.5,145.87,193.22,379.01,109.31,CASH,D.D.RETURNED.,1362490358700002,,9234*73*9307,NICOLAS ELES,37553829,Ground,1923,24769,NICOLAS,ELES,93 Moulton Pass,Allentown,Pennsylvania,72237,180624,491680815*5,2607,12:28 AM,9:40 AM,10:36 AM,CASH,103.21,5,E,,740200******1896,UPS,UPS,UPS,331161659803,260077497644,1398346678280,P,59,1789417,,rcockshot7m@wikipedia.org,SFGK667792614828,GTWO185431332932,OXCF132619855137,%,%,$,15.89,24.56,26.5,1,1,1,,ANUB,ANUA,MMTY,1,1,1,1,1,1,820155887,448440113,51683115,,,1716164,1733483,Gayther,Luella
1230*13*5853,MTR1,19330776,196,71.09,0.86,815606,TMW*CONS*SALECNS,1,6:00:24 AM,,359355,399 263 1384,VSAL,CF.CANCEL,20201484,1,1,11.87,156.05,10.34,sodales scelerisque mauris,vestibulum rutrum rutrum neque,odio donec vitae nisi,94.87,23.4,139.24,100,Babb,Gage,671-945-0188,180921,9.5,198.12,61.09,41.03,103.84,351,101.23,AMEX,D.D.RETURNED.,1704374110619584,,2489*32*7492,DEANNA RENDLE,951264546,UNDA,1134,25664,DEANNA,RENDLE,75244 Pearson Place,Monticello,Minnesota,6261,180429,228361106*8,2330,12:39 AM,6:19 AM,7:01 PM,AMEX,198.77,5,E,,866349******5568,UPS,UPS,UPS,765612186382,500616018829,1635275946663,E,49,1403089,,boldey7n@illinois.edu,GQUT149553327988,PAOJ178392812273,WTRK679025800701,%,$,%,24.77,13.52,18.25,1,1,1,,ANUB,MMTY,MMTY,1,1,1,1,1,1,111607909,407759284,108240414,,,1861222,1723161,Clevely,Cinderella
6685*53*3025,MTR1,23196193,94,89.15,0.102,595349,TMW*CONS*SALECNS,1,9:36:15 PM,,429202,264 912 8410,VSAL,CF.CANCEL,14832228,11,1,67.99,150.96,98.38,nec nisi,porttitor lacus at turpis,luctus rutrum nulla,85.04,67.87,151.97,100,Madalyn,Brunone,969-256-0163,180659,2,45.7,19.71,169.34,142.2,188.24,150.35,BCRD,D.D.RETURNED.,2790297517949469,,8347*33*5895,SIMONETTE CHURCHING,137347664,Ground,1843,24598,SIMONETTE,CHURCHING,09 Bartillon Place,Pasadena,Texas,30280,180366,655185744*7,2729,10:58 AM,6:07 AM,11:07 PM,BCRD,68.98,5,E,,263954******3043,UPS,UPS,UPS,580172295685,782715886711,1183755885187,E,68,1383429,,dallenby7o@nifty.com,NQXO278744809404,SFPO836421144092,USRW750917615964,$,%,$,23.26,14.04,29.81,1,1,1,,MMTY,MMUV,ANUB,1,1,1,1,1,1,308706643,51683115,899858491,,,1315360,1497409,Odlin,Shaine
8447*14*5121,MTR1,23199350,52,15.57,0.489,155572,TMW*CONS*SALECNS,1,6:59:44 AM,,666787,531 644 9436,VSAL,CF.CANCEL,24153043,9,1,105.01,139.52,125.34,lectus pellentesque,justo lacinia,eros elementum pellentesque,39.66,177.15,145.9,100,Weston,Abrahm,036-056-6976,180731,8.2,252.9,188.56,177.65,299.41,251.03,97.03,AMEX,D.D.RETURNED.,1755806379616646,,8221*75*8486,PEMBROKE DEWING,102300748,UNDA,2460,25171,PEMBROKE,DEWING,13705 Everett Hill,Arlington,Texas,61740,180230,469590443*9,1754,3:46 AM,2:54 PM,1:21 AM,AMEX,48.39,5,E,,741775******8005,UPS,UPS,UPS,747626243563,707403284425,1787421078855,P,155,1149312,,shaberfield7p@miitbeian.gov.cn,BWRT592618866230,AZTV016566624561,PGSU694687376559,$,$,%,12.82,12.62,11.15,1,1,1,,MMTY,MMTY,MMTY,1,1,1,1,1,1,515564470,108240414,127582539,,,1800477,1376128,Golde,Kaleb
6461*15*4245,MTR1,43830254,82,14.99,0.148,204552,TMW*CONS*SALECNS,1,1:35:19 PM,,550384,375 333 4639,VSAL,CF.CANCEL,44810409,3,1,72.87,127.85,81.76,consectetuer eget,vel accumsan tellus,cursus vestibulum proin eu,108,117.25,161.46,100,Fanny,Swalough,653-339-5211,180327,11.2,151.82,163,27.02,270.72,179.97,171.5,CASH,D.D.RETURNED.,1310503228544909,,9984*37*6146,TUDOR JAQUET,370808454,UNDA,1530,25376,TUDOR,JAQUET,619 Mesta Plaza,Cape Coral,Florida,70202,180224,851115838*9,2091,7:51 PM,12:38 AM,5:03 AM,BCRD,59.13,5,E,,769054******4300,UPS,UPS,UPS,215569364727,537257683397,1019332965293,P,179,1204502,,ekesper7q@comsenz.com,GHXC653957104426,CNWX855239364132,CMYW214475274581,$,%,$,20.72,11.69,12.2,1,1,1,,MMTY,MMTY,MMTY,1,1,1,1,1,1,356836774,899858491,573182725,,,1520608,1323177,Ferson,Saundra
2937*44*3909,MTR1,10001160,128,46.9,0.474,487313,TMW*CONS*SALECNS,1,5:48:44 AM,,216815,480 566 7289,VSAL,CF.CANCEL,19878922,14,1,141.48,38.03,73.58,sit amet,natoque penatibus et magnis,nisl duis bibendum felis,178.87,25.56,44.24,100,Haze,Townshend,247-986-3720,180193,7.4,155.72,356.87,134.19,310.28,358.57,167.31,CASH,D.D.RETURNED.,1736567505060514,,2127*93*7078,AUDRYE STROTON,259296008,UNDA,2655,25076,AUDRYE,STROTON,8 Wayridge Hill,Washington,District of Columbia,42412,180893,407189279*8,1869,9:53 PM,1:34 AM,8:16 PM,AMEX,97.54,5,E,,736450******9303,UPS,UPS,UPS,441066515131,940406254774,1760999597219,P,133,1613140,,khoppner7r@imdb.com,VGSQ637792007339,BWEV618103697176,SWPR666636680076,%,$,%,16.78,17.37,18.25,1,1,1,,MMTY,MMTY,MMUV,1,1,1,1,1,1,138324032,127582539,302060759,,,1644360,1471707,Bushrod,Reeva
1131*13*9338,MTR1,40604955,180,68.99,0.2,585927,TMW*CONS*SALECNS,1,9:48:17 AM,,224991,795 939 9741,VSAL,CF.CANCEL,36629448,15,1,27.66,21.72,106.94,accumsan tortor quis turpis,quis orci,amet cursus id,89.79,89.89,10.03,100,Gianina,Wardell,316-380-4087,180917,4.6,203.05,325.66,105.49,348.23,283.61,32.4,AMEX,D.D.RETURNED.,1465515853133177,,5464*73*8328,GREGOOR WAGGATT,988085660,UNDA,2793,26404,GREGOOR,WAGGATT,07414 Maple Center,New Castle,Pennsylvania,49211,180217,536368990*7,1074,8:33 PM,6:58 PM,7:34 PM,CASH,153.17,5,E,,785027******1920,UPS,UPS,UPS,833639032908,192313219122,1331246095242,E,113,1854424,,apigny7s@arstechnica.com,AVBC004966612417,YCXO357045822665,HYUL299856635880,%,%,%,21.95,19.52,23.67,1,1,1,,MMTY,ANUB,ANUB,1,1,1,1,1,1,894660946,573182725,379965751,,,1895453,1662251,Duchesne,Krissie
8984*86*8869,MTR1,36627372,88,16.7,0.169,350807,TMW*CONS*SALECNS,1,2:33:54 PM,,415679,778 230 4862,VSAL,CF.CANCEL,46008876,15,1,157.15,55.16,162.52,amet erat,amet eros,at velit,103.89,11.17,29.29,100,Toddy,Skuce,671-640-8712,180385,5.1,298.61,77.3,174.11,353.81,89.52,180.76,AMEX,D.D.RETURNED.,1468748490765433,,4467*63*6880,CARLINE PRESMAN,360631840,UNDA,1930,25033,CARLINE,PRESMAN,01025 Logan Point,Mesa,Arizona,7725,180312,170399726*9,1675,3:38 PM,6:31 AM,10:10 PM,AMEX,142.26,5,E,,256772******6697,UPS,UPS,UPS,281353941156,369743839175,1605069683664,P,105,1627593,,mgoode7t@163.com,ZQLN870799299937,SGPB414575767796,ETYW228345587164,$,%,%,26.4,25.31,11.15,1,1,1,,MMUV,ANUB,MMUV,1,1,1,1,1,1,190071547,302060759,713146089,,,1599901,1119134,Harriot,Natale
1421*62*8996,MTR1,31281192,64,98.2,0.134,625189,TMW*CONS*SALECNS,1,6:32:53 PM,,458716,610 279 9371,VSAL,CF.CANCEL,25920739,13,1,11.69,141.21,124.93,tempor turpis nec euismod,elementum pellentesque,tincidunt in,45.01,35.26,170.66,100,Lamond,Najera,348-586-0804,180547,8.3,213,288.45,121.88,238.81,79.91,86.45,CASH,D.D.RETURNED.,1648190792596659,,3260*82*6247,ALLYN CHISMAN,122106912,UNDA,1042,26023,ALLYN,CHISMAN,458 Tennessee Trail,Mobile,Alabama,17681,180300,525986877*8,1245,3:28 AM,10:16 PM,6:56 PM,AMEX,7.36,5,E,,579117******8200,UPS,UPS,UPS,768525574664,694765094452,1651370205919,P,94,1740891,,tjobbing7u@example.com,BRQG811256233519,UKCM618548208687,HMKY687196393464,$,$,$,24.97,22.22,12.21,1,1,1,,ANUB,MMTY,ANUA,1,1,1,1,1,1,563442741,379965751,911002310,,,1519827,1418296,Alldread,Kristien
5452*17*2425,MTR1,47591762,180,93.54,0.211,174605,TMW*CONS*SALECNS,1,4:18:59 PM,,518709,384 839 8303,VSAL,CF.CANCEL,40152285,12,1,111.42,86.9,31.79,convallis nunc,cursus vestibulum proin eu,maecenas tincidunt lacus,71.79,71.43,169.25,100,Obie,Haggis,056-641-1115,180184,10.8,106.87,167.56,98.28,340.41,394.88,20.75,AMEX,D.D.RETURNED.,2268286182169446,,8032*59*1931,BLINNIE CARRACK,772823061,Ground,1825,26234,BLINNIE,CARRACK,915 Manitowish Drive,Dallas,Texas,45744,180282,279456821*7,2661,9:43 PM,9:19 AM,1:30 PM,AMEX,188.45,5,E,,239005******5592,UPS,UPS,UPS,487019968916,336257746442,1765972984129,E,161,1986544,,sbooler7v@blogger.com,FCDA448183332759,IRCG887202596907,DQMV499112191948,$,%,$,12.49,28.44,28.56,1,1,1,,MMTY,MMTY,ANUA,1,1,1,1,1,1,825768669,713146089,117535034,,,1506207,1064421,Abramin,Brandy
4639*68*4881,MTR1,45360169,162,87.16,0.077,457622,TMW*CONS*SALECNS,1,4:30:43 AM,,998634,542 692 6232,VSAL,CF.CANCEL,36709515,11,1,30.77,132.33,60.09,dolor sit amet,natoque penatibus et magnis,tortor id,88.94,21.25,138.08,100,Anet,Eborall,284-369-2785,180570,2.1,71.73,391.18,181.28,5.29,108.84,22.24,AMEX,D.D.RETURNED.,2056384114934008,,6014*12*4174,MELANTHA PISCOTTI,51397393,Ground,1643,24159,MELANTHA,PISCOTTI,8019 Saint Paul Street,Houston,Texas,58814,180447,966037716*2,1354,3:10 AM,10:22 PM,10:42 PM,AMEX,65.9,5,E,,663470******5781,UPS,UPS,UPS,636283012267,520894325441,1899799175100,P,7,1942404,,jmcloney7w@washington.edu,MTCE779226226722,FIVK694477943541,BGFT933609004001,%,$,$,26.99,29.11,18.05,1,1,1,,MMUV,MMTY,MMTY,1,1,1,1,1,1,374352140,911002310,183478747,,,1945365,1445078,Fillery,Stirling
5891*51*5579,MTR1,36950177,152,47.46,0.661,151222,TMW*CONS*SALECNS,1,4:46:14 AM,,649823,264 418 5763,VSAL,CF.CANCEL,22089003,1,1,78.07,134.94,113.3,integer non velit,in sapien iaculis congue,felis fusce posuere,163.46,55.81,51.99,100,Velma,Braganza,577-727-6709,180231,3.4,380.49,74.32,151.05,22.79,328.7,43.48,BCRD,D.D.RETURNED.,1907291046765906,,7996*56*8739,GEORGETA YEOWELL,607857078,UNDA,1123,24219,GEORGETA,YEOWELL,4062 Corry Center,Kansas City,Missouri,29446,180993,858218775*1,1823,9:17 AM,12:19 PM,7:43 AM,AMEX,73.93,5,E,,415519******9910,UPS,UPS,UPS,636967163205,848773293881,1359540992035,P,173,1172141,,sfurphy7x@oaic.gov.au,XDOA544122943991,ZLAQ764988501309,YASB739881621451,%,$,%,10.56,28.47,22.31,1,1,1,,MMTY,MMTY,MMTY,1,1,1,1,1,1,4364500,117535034,854701795,,,1612209,1827957,Treat,Carleton
8884*42*3646,MTR1,12216481,124,43.95,0.272,982734,TMW*CONS*SALECNS,1,3:37:48 AM,,377303,611 413 9682,VSAL,CF.CANCEL,25433048,14,1,166.06,194.38,84.87,pede justo lacinia eget,ac enim in,rutrum nulla nunc purus,50.98,14.5,149.64,100,Jena,Hasney,833-062-7430,180585,4.8,275.13,246.07,78.06,218.05,167.98,117.62,CASH,D.D.RETURNED.,2253732342226983,,2971*20*2064,MOHANDAS MOURGE,845951233,Ground,1972,26474,MOHANDAS,MOURGE,15 Muir Road,Pittsburgh,Pennsylvania,9301,180650,656671872*8,1889,5:11 PM,3:27 PM,1:03 AM,AMEX,185.58,5,E,,725664******7740,UPS,UPS,UPS,61385452471,245943455552,1827881374679,E,167,1272075,,cshipperbottom7y@bbc.co.uk,QRSE282475436655,EOXD271227444283,MGQA287902997855,%,%,$,22.56,26.83,25.44,1,1,1,,MMTY,MMTY,MMTU,1,1,1,1,1,1,952989719,183478747,117840544,,,1880369,1710816,Glasebrook,Jenine
5879*59*5399,MTR1,36310744,78,50.16,0.829,427167,TMW*CONS*SALECNS,1,10:21:36 AM,,811766,629 103 4620,VSAL,CF.CANCEL,23821873,8,1,54.85,186.66,127.85,eu orci mauris,turpis elementum,cras pellentesque volutpat,69.79,27.53,69.11,100,Richardo,Orthmann,511-795-8029,180335,6.4,213.18,211.92,82.74,87.59,281.99,14.48,AMEX,D.D.RETURNED.,2360562027003010,,7519*51*4837,BENJY ATTARGE,688495314,UNDA,1679,26978,BENJY,ATTARGE,638 Pearson Junction,Lehigh Acres,Florida,93113,180955,941762497*2,2294,6:04 PM,10:35 AM,8:59 AM,AMEX,93.26,5,E,,403682******3197,UPS,UPS,UPS,870890250898,90507536052,1995129031778,P,98,1407378,,khylton7z@issuu.com,PKJO672302264850,GPNW480990616883,HDBC776109311348,%,%,%,25.42,15.1,11.94,1,1,1,,MMTY,MMTY,MMTY,1,1,1,1,1,1,585934475,854701795,413113169,,,1300819,1061951,Reeders,Frans
9889*11*4494,MTR1,36159956,54,98.73,0.881,811742,TMW*CONS*SALECNS,1,4:18:54 AM,,157646,815 646 4357,VSAL,CF.CANCEL,47334956,9,1,52.46,190.35,149.86,vel augue vestibulum,pulvinar nulla pede ullamcorper,nisi at,99.47,184.23,159.6,100,Keefe,Tolputt,404-446-4947,180955,6.4,281.42,272.31,56.29,277,186.24,91.42,AMEX,D.D.RETURNED.,2760932933414605,,5877*86*1134,OLENOLIN WAISTELL,787129441,Ground,1859,24943,OLENOLIN,WAISTELL,375 Fair Oaks Junction,Portland,Oregon,14672,180646,729129265*2,2213,5:33 AM,4:22 PM,7:27 PM,AMEX,134.23,5,E,,135431******9498,UPS,UPS,UPS,206521535222,186129574993,1673160924645,P,5,1801062,,rmeir80@amazon.co.uk,PJOD915248588669,PAOL002958340749,BIUK808944603831,%,%,%,25.21,15.07,10.7,1,1,1,,MMTY,MMUV,MMUV,1,1,1,1,1,1,134699230,117840544,372587817,,,1182433,1642818,Dog,Wendeline
